timestamp,deviceId,channelIndex,value
1779950677762,sim-1,10,3.262520
1779950677762,sim-1,11,7.396736
1779950677762,sim-1,12,-4.255633
1779950677762,sim-1,13,1.819502
1779950677762,sim-1,14,3.181292
1779950677762,sim-1,15,2.855271
1779950677762,sim-1,16,101.489794
1779950677762,sim-1,17,22.475833
1779950677813,sim-1,0,-3.142690
1779950677813,sim-1,1,-6.295533
1779950677813,sim-1,2,0.330068
1779950677813,sim-1,3,4.585819
1779950677813,sim-1,4,6.307041
1779950677813,sim-1,5,5.267143
1779950677813,sim-1,6,9.064520
1779950677813,sim-1,7,-7.363376
1779950677813,sim-1,8,-4.078490
1779950677813,sim-1,9,1.620903
1779950677813,sim-1,10,1.627417
1779950677813,sim-1,11,-9.343791
1779950677813,sim-1,12,-2.747677
1779950677813,sim-1,13,8.141287
1779950677813,sim-1,14,5.360243
1779950677813,sim-1,15,2.923731
1779950677813,sim-1,16,101.497004
1779950677813,sim-1,17,22.517377
1779950677863,sim-1,0,-9.909411
1779950677863,sim-1,1,-0.924639
1779950677863,sim-1,2,-4.202798
1779950677863,sim-1,3,-6.989998
1779950677863,sim-1,4,-5.284161
1779950677863,sim-1,5,0.119074
1779950677863,sim-1,6,0.645871
1779950677863,sim-1,7,7.345364
1779950677863,sim-1,8,3.348529
1779950677863,sim-1,9,7.828201
1779950677863,sim-1,10,0.045916
1779950677863,sim-1,11,8.313343
1779950677863,sim-1,12,-3.580447
1779950677863,sim-1,13,-8.335789
1779950677863,sim-1,14,6.182546
1779950677863,sim-1,15,9.359568
1779950677863,sim-1,16,101.479535
1779950677863,sim-1,17,22.528410
1779950677913,sim-1,0,7.033819
1779950677913,sim-1,1,-8.850734
1779950677913,sim-1,2,0.406532
1779950677913,sim-1,3,2.964816
1779950677913,sim-1,4,-5.738636
1779950677913,sim-1,5,0.425502
1779950677913,sim-1,6,4.918715
1779950677913,sim-1,7,-5.451561
1779950677913,sim-1,8,9.805327
1779950677913,sim-1,9,-1.368943
1779950677913,sim-1,10,0.527314
1779950677913,sim-1,11,-8.322357
1779950677913,sim-1,12,-1.539824
1779950677913,sim-1,13,-1.097807
1779950677913,sim-1,14,-4.953812
1779950677913,sim-1,15,-3.664309
1779950677913,sim-1,16,101.404093
1779950677913,sim-1,17,22.536022
1779950677962,sim-1,0,4.789361
1779950677962,sim-1,1,3.119839
1779950677962,sim-1,2,-0.197235
1779950677962,sim-1,3,-0.377157
1779950677962,sim-1,4,6.471179
1779950677962,sim-1,5,-2.894217
1779950677962,sim-1,6,8.756686
1779950677962,sim-1,7,4.015919
1779950677962,sim-1,8,9.567234
1779950677962,sim-1,9,3.232278
1779950677962,sim-1,10,-1.573536
1779950677962,sim-1,11,-3.444403
1779950677962,sim-1,12,3.231911
1779950677962,sim-1,13,-3.194640
1779950677962,sim-1,14,4.377974
1779950677962,sim-1,15,4.399756
1779950677962,sim-1,16,101.446679
1779950677962,sim-1,17,22.494552
1779950678012,sim-1,0,-0.761026
1779950678012,sim-1,1,6.796848
1779950678012,sim-1,2,9.971323
1779950678012,sim-1,3,5.823872
1779950678012,sim-1,4,6.545396
1779950678012,sim-1,5,-6.853249
1779950678012,sim-1,6,5.897652
1779950678012,sim-1,7,-8.378340
1779950678012,sim-1,8,2.755484
1779950678012,sim-1,9,-0.325175
1779950678012,sim-1,10,5.286333
1779950678012,sim-1,11,-4.828964
1779950678012,sim-1,12,-7.664040
1779950678012,sim-1,13,4.753529
1779950678012,sim-1,14,-9.262506
1779950678012,sim-1,15,5.757846
1779950678012,sim-1,16,101.507883
1779950678012,sim-1,17,22.516931
1779950678063,sim-1,0,-1.918167
1779950678063,sim-1,1,7.880939
1779950678063,sim-1,2,-4.299102
1779950678063,sim-1,3,2.891204
1779950678063,sim-1,4,-1.915722
1779950678063,sim-1,5,8.408433
1779950678063,sim-1,6,0.507690
1779950678063,sim-1,7,8.578249
1779950678063,sim-1,8,4.964403
1779950678063,sim-1,9,7.870323
1779950678063,sim-1,10,0.849592
1779950678063,sim-1,11,-2.998972
1779950678063,sim-1,12,4.464497
1779950678063,sim-1,13,4.984698
1779950678063,sim-1,14,8.114402
1779950678063,sim-1,15,7.743942
1779950678063,sim-1,16,101.551516
1779950678063,sim-1,17,22.535002
1779950678112,sim-1,0,-5.383295
1779950678112,sim-1,1,-4.038568
1779950678112,sim-1,2,-5.584929
1779950678112,sim-1,3,-2.799552
1779950678112,sim-1,4,2.874011
1779950678112,sim-1,5,4.374185
1779950678112,sim-1,6,1.794043
1779950678112,sim-1,7,5.506512
1779950678112,sim-1,8,0.248499
1779950678112,sim-1,9,-5.815043
1779950678112,sim-1,10,3.686527
1779950678112,sim-1,11,-0.080884
1779950678112,sim-1,12,-2.274209
1779950678112,sim-1,13,-3.918494
1779950678112,sim-1,14,7.066010
1779950678112,sim-1,15,9.469387
1779950678112,sim-1,16,101.497828
1779950678112,sim-1,17,22.474413
1779950678163,sim-1,0,-9.861966
1779950678163,sim-1,1,1.595402
1779950678163,sim-1,2,0.820055
1779950678163,sim-1,3,1.500682
1779950678163,sim-1,4,4.125259
1779950678163,sim-1,5,-9.148654
1779950678163,sim-1,6,-4.544704
1779950678163,sim-1,7,-7.097290
1779950678163,sim-1,8,4.778401
1779950678163,sim-1,9,1.896143
1779950678163,sim-1,10,3.044903
1779950678163,sim-1,11,-8.657889
1779950678163,sim-1,12,-0.800741
1779950678163,sim-1,13,8.231000
1779950678163,sim-1,14,6.466255
1779950678163,sim-1,15,9.308486
1779950678163,sim-1,16,101.597159
1779950678163,sim-1,17,22.523824
1779950678212,sim-1,0,-4.594251
1779950678212,sim-1,1,-2.118402
1779950678212,sim-1,2,-0.574992
1779950678212,sim-1,3,-4.562796
1779950678212,sim-1,4,-4.758360
1779950678212,sim-1,5,1.345357
1779950678212,sim-1,6,4.616564
1779950678212,sim-1,7,1.807147
1779950678212,sim-1,8,1.845319
1779950678212,sim-1,9,-2.313369
1779950678212,sim-1,10,-5.250007
1779950678212,sim-1,11,4.456463
1779950678212,sim-1,12,4.431839
1779950678212,sim-1,13,7.918981
1779950678212,sim-1,14,0.846135
1779950678212,sim-1,15,3.914852
1779950678212,sim-1,16,101.543440
1779950678212,sim-1,17,22.561104
1779950678263,sim-1,0,7.509516
1779950678263,sim-1,1,0.010424
1779950678263,sim-1,2,4.930476
1779950678263,sim-1,3,-1.975967
1779950678263,sim-1,4,8.076598
1779950678263,sim-1,5,4.443955
1779950678263,sim-1,6,-3.069288
1779950678263,sim-1,7,9.665091
1779950678263,sim-1,8,9.130032
1779950678263,sim-1,9,9.504761
1779950678263,sim-1,10,7.365977
1779950678263,sim-1,11,8.041378
1779950678263,sim-1,12,-1.616438
1779950678263,sim-1,13,-8.046805
1779950678263,sim-1,14,1.470619
1779950678263,sim-1,15,-2.979453
1779950678263,sim-1,16,101.509701
1779950678263,sim-1,17,22.560449
1779950678312,sim-1,0,5.016713
1779950678312,sim-1,1,3.904001
1779950678312,sim-1,2,3.983162
1779950678312,sim-1,3,0.408164
1779950678312,sim-1,4,4.542181
1779950678312,sim-1,5,-4.114548
1779950678312,sim-1,6,-7.139897
1779950678312,sim-1,7,8.897036
1779950678312,sim-1,8,-9.078691
1779950678312,sim-1,9,-2.633272
1779950678312,sim-1,10,9.283509
1779950678312,sim-1,11,-7.800678
1779950678312,sim-1,12,0.678692
1779950678312,sim-1,13,-5.396467
1779950678312,sim-1,14,2.769634
1779950678312,sim-1,15,7.529243
1779950678312,sim-1,16,101.614145
1779950678312,sim-1,17,22.474695
1779950678362,sim-1,0,9.874240
1779950678362,sim-1,1,-5.829284
1779950678362,sim-1,2,-2.818249
1779950678362,sim-1,3,-4.802878
1779950678362,sim-1,4,-9.989416
1779950678362,sim-1,5,-8.035345
1779950678362,sim-1,6,-8.554704
1779950678362,sim-1,7,-9.513935
1779950678362,sim-1,8,-7.948165
1779950678362,sim-1,9,-9.767920
1779950678362,sim-1,10,6.588925
1779950678362,sim-1,11,-3.083731
1779950678362,sim-1,12,7.576384
1779950678362,sim-1,13,0.098010
1779950678362,sim-1,14,6.215928
1779950678362,sim-1,15,-5.060101
1779950678362,sim-1,16,101.555509
1779950678362,sim-1,17,22.472692
1779950678412,sim-1,0,-7.435141
1779950678412,sim-1,1,3.517092
1779950678412,sim-1,2,0.043571
1779950678412,sim-1,3,-2.644720
1779950678412,sim-1,4,2.921502
1779950678412,sim-1,5,9.618255
1779950678412,sim-1,6,-7.295963
1779950678412,sim-1,7,6.441289
1779950678412,sim-1,8,5.008930
1779950678412,sim-1,9,7.562323
1779950678412,sim-1,10,7.250860
1779950678412,sim-1,11,-7.683660
1779950678412,sim-1,12,-0.465213
1779950678412,sim-1,13,-7.212053
1779950678412,sim-1,14,-9.082715
1779950678412,sim-1,15,7.161000
1779950678412,sim-1,16,101.504876
1779950678412,sim-1,17,22.534541
1779950678463,sim-1,0,2.927149
1779950678463,sim-1,1,9.373467
1779950678463,sim-1,2,-2.860294
1779950678463,sim-1,3,-6.356688
1779950678463,sim-1,4,8.633490
1779950678463,sim-1,5,-8.653070
1779950678463,sim-1,6,1.811211
1779950678463,sim-1,7,-7.433299
1779950678463,sim-1,8,-8.468696
1779950678463,sim-1,9,5.543793
1779950678463,sim-1,10,0.730989
1779950678463,sim-1,11,8.494405
1779950678463,sim-1,12,6.834980
1779950678463,sim-1,13,1.668349
1779950678463,sim-1,14,1.560839
1779950678463,sim-1,15,5.449794
1779950678463,sim-1,16,101.608521
1779950678463,sim-1,17,22.520544
1779950678512,sim-1,0,-4.960113
1779950678512,sim-1,1,-5.293008
1779950678512,sim-1,2,8.781948
1779950678512,sim-1,3,-0.245244
1779950678512,sim-1,4,-8.093521
1779950678512,sim-1,5,-4.337732
1779950678512,sim-1,6,-6.867421
1779950678512,sim-1,7,5.531715
1779950678512,sim-1,8,-7.934632
1779950678512,sim-1,9,-0.781252
1779950678512,sim-1,10,-5.209912
1779950678512,sim-1,11,-7.790009
1779950678512,sim-1,12,5.093860
1779950678512,sim-1,13,9.498282
1779950678512,sim-1,14,-3.022696
1779950678512,sim-1,15,6.808893
1779950678512,sim-1,16,101.642301
1779950678512,sim-1,17,22.484588
1779950678562,sim-1,0,-1.430113
1779950678562,sim-1,1,7.423601
1779950678562,sim-1,2,-6.678567
1779950678562,sim-1,3,-2.616039
1779950678562,sim-1,4,1.866786
1779950678562,sim-1,5,-3.457629
1779950678562,sim-1,6,5.772650
1779950678562,sim-1,7,1.765953
1779950678562,sim-1,8,6.217574
1779950678562,sim-1,9,-2.303561
1779950678562,sim-1,10,-0.323064
1779950678562,sim-1,11,6.203416
1779950678562,sim-1,12,-7.396258
1779950678562,sim-1,13,2.106934
1779950678562,sim-1,14,-7.540525
1779950678562,sim-1,15,-3.040839
1779950678562,sim-1,16,101.581349
1779950678562,sim-1,17,22.552632
1779950678612,sim-1,0,9.899600
1779950678612,sim-1,1,9.065352
1779950678612,sim-1,2,7.447569
1779950678612,sim-1,3,-3.907387
1779950678612,sim-1,4,-7.139935
1779950678612,sim-1,5,8.142666
1779950678612,sim-1,6,-0.079492
1779950678612,sim-1,7,-3.673714
1779950678612,sim-1,8,7.535653
1779950678612,sim-1,9,7.317002
1779950678612,sim-1,10,-8.512547
1779950678612,sim-1,11,2.787620
1779950678612,sim-1,12,-9.732256
1779950678612,sim-1,13,1.609568
1779950678612,sim-1,14,-7.679135
1779950678612,sim-1,15,5.871194
1779950678612,sim-1,16,101.644207
1779950678612,sim-1,17,22.477975
1779950678663,sim-1,0,-3.296120
1779950678663,sim-1,1,8.296900
1779950678663,sim-1,2,5.846379
1779950678663,sim-1,3,-3.486234
1779950678663,sim-1,4,-6.099697
1779950678663,sim-1,5,4.393635
1779950678663,sim-1,6,-2.637752
1779950678663,sim-1,7,-0.194020
1779950678663,sim-1,8,-6.009107
1779950678663,sim-1,9,-8.376368
1779950678663,sim-1,10,5.871573
1779950678663,sim-1,11,6.160936
1779950678663,sim-1,12,-1.402892
1779950678663,sim-1,13,-8.644165
1779950678663,sim-1,14,-5.771078
1779950678663,sim-1,15,-7.678530
1779950678663,sim-1,16,101.557851
1779950678663,sim-1,17,22.537738
1779950678713,sim-1,0,-7.703991
1779950678713,sim-1,1,-8.997267
1779950678713,sim-1,2,-0.346668
1779950678713,sim-1,3,1.618678
1779950678713,sim-1,4,3.517219
1779950678713,sim-1,5,-3.497552
1779950678713,sim-1,6,-1.592907
1779950678713,sim-1,7,-8.328478
1779950678713,sim-1,8,0.844622
1779950678713,sim-1,9,7.834295
1779950678713,sim-1,10,-8.888599
1779950678713,sim-1,11,-6.771646
1779950678713,sim-1,12,-0.639033
1779950678713,sim-1,13,8.908949
1779950678713,sim-1,14,3.660599
1779950678713,sim-1,15,-8.982125
1779950678713,sim-1,16,101.630147
1779950678713,sim-1,17,22.532136
1779950678762,sim-1,0,-0.072759
1779950678762,sim-1,1,7.123884
1779950678762,sim-1,2,5.849658
1779950678762,sim-1,3,-2.071822
1779950678762,sim-1,4,1.870345
1779950678762,sim-1,5,8.748309
1779950678762,sim-1,6,2.160084
1779950678762,sim-1,7,-8.647639
1779950678762,sim-1,8,-1.532039
1779950678762,sim-1,9,-3.036044
1779950678762,sim-1,10,5.310077
1779950678762,sim-1,11,-8.580603
1779950678762,sim-1,12,-8.409489
1779950678762,sim-1,13,-6.015580
1779950678762,sim-1,14,-7.478795
1779950678762,sim-1,15,9.898940
1779950678762,sim-1,16,101.680906
1779950678762,sim-1,17,22.533975
1779950678812,sim-1,0,-6.000564
1779950678812,sim-1,1,-2.041970
1779950678812,sim-1,2,6.452400
1779950678812,sim-1,3,-9.544443
1779950678812,sim-1,4,-3.483166
1779950678812,sim-1,5,9.392735
1779950678812,sim-1,6,-1.710923
1779950678812,sim-1,7,4.095653
1779950678812,sim-1,8,4.863212
1779950678812,sim-1,9,-4.711050
1779950678812,sim-1,10,-3.848157
1779950678812,sim-1,11,-8.600797
1779950678812,sim-1,12,-8.615028
1779950678812,sim-1,13,-1.763906
1779950678812,sim-1,14,7.829601
1779950678812,sim-1,15,6.501696
1779950678812,sim-1,16,101.640795
1779950678812,sim-1,17,22.490639
1779950678862,sim-1,0,0.369071
1779950678862,sim-1,1,4.363260
1779950678862,sim-1,2,9.848272
1779950678862,sim-1,3,0.564571
1779950678862,sim-1,4,-6.034902
1779950678862,sim-1,5,-5.258642
1779950678862,sim-1,6,4.524450
1779950678862,sim-1,7,7.142776
1779950678862,sim-1,8,4.819758
1779950678862,sim-1,9,1.670397
1779950678862,sim-1,10,-8.707157
1779950678862,sim-1,11,7.931499
1779950678862,sim-1,12,9.266823
1779950678862,sim-1,13,5.672411
1779950678862,sim-1,14,-4.379733
1779950678862,sim-1,15,-8.993178
1779950678862,sim-1,16,101.657626
1779950678862,sim-1,17,22.492956
1779950678913,sim-1,0,-2.963574
1779950678913,sim-1,1,-4.960666
1779950678913,sim-1,2,-9.113229
1779950678913,sim-1,3,6.272438
1779950678913,sim-1,4,-8.527150
1779950678913,sim-1,5,8.042105
1779950678913,sim-1,6,2.766288
1779950678913,sim-1,7,0.393049
1779950678913,sim-1,8,5.537056
1779950678913,sim-1,9,-4.987985
1779950678913,sim-1,10,4.423656
1779950678913,sim-1,11,6.573487
1779950678913,sim-1,12,3.714511
1779950678913,sim-1,13,-2.861311
1779950678913,sim-1,14,9.360809
1779950678913,sim-1,15,-9.919242
1779950678913,sim-1,16,101.717020
1779950678913,sim-1,17,22.569327
1779950678963,sim-1,0,1.798818
1779950678963,sim-1,1,2.731451
1779950678963,sim-1,2,-2.282772
1779950678963,sim-1,3,-8.063543
1779950678963,sim-1,4,-2.751783
1779950678963,sim-1,5,4.923227
1779950678963,sim-1,6,-3.799225
1779950678963,sim-1,7,-9.213921
1779950678963,sim-1,8,-6.659802
1779950678963,sim-1,9,-9.257735
1779950678963,sim-1,10,-7.454885
1779950678963,sim-1,11,-0.447343
1779950678963,sim-1,12,-6.453668
1779950678963,sim-1,13,-6.240096
1779950678963,sim-1,14,-0.756184
1779950678963,sim-1,15,-1.429516
1779950678963,sim-1,16,101.607079
1779950678963,sim-1,17,22.496142
1779950679013,sim-1,0,-4.640725
1779950679013,sim-1,1,3.869218
1779950679013,sim-1,2,-9.992744
1779950679013,sim-1,3,-2.323843
1779950679013,sim-1,4,-1.790066
1779950679013,sim-1,5,-1.967016
1779950679013,sim-1,6,3.716014
1779950679013,sim-1,7,-3.331655
1779950679013,sim-1,8,-2.736371
1779950679013,sim-1,9,7.831605
1779950679013,sim-1,10,4.658291
1779950679013,sim-1,11,7.816037
1779950679013,sim-1,12,8.151516
1779950679013,sim-1,13,-6.742942
1779950679013,sim-1,14,6.012440
1779950679013,sim-1,15,-3.225631
1779950679013,sim-1,16,101.593069
1779950679013,sim-1,17,22.490838
1779950679063,sim-1,0,-2.339753
1779950679063,sim-1,1,-1.493929
1779950679063,sim-1,2,-1.873941
1779950679063,sim-1,3,3.471740
1779950679063,sim-1,4,4.019755
1779950679063,sim-1,5,6.786575
1779950679063,sim-1,6,5.328210
1779950679063,sim-1,7,2.439227
1779950679063,sim-1,8,2.032387
1779950679063,sim-1,9,8.497302
1779950679063,sim-1,10,-9.173187
1779950679063,sim-1,11,7.568333
1779950679063,sim-1,12,-6.352622
1779950679063,sim-1,13,-2.694635
1779950679063,sim-1,14,-4.146464
1779950679063,sim-1,15,-7.787139
1779950679063,sim-1,16,101.768642
1779950679063,sim-1,17,22.521661
1779950679112,sim-1,0,9.929232
1779950679112,sim-1,1,-3.669765
1779950679112,sim-1,2,-1.713783
1779950679112,sim-1,3,6.829198
1779950679112,sim-1,4,-4.490784
1779950679112,sim-1,5,5.886258
1779950679112,sim-1,6,-8.867217
1779950679112,sim-1,7,-4.926992
1779950679112,sim-1,8,-7.491306
1779950679112,sim-1,9,0.593782
1779950679112,sim-1,10,-2.098618
1779950679112,sim-1,11,8.667245
1779950679112,sim-1,12,7.054044
1779950679112,sim-1,13,8.345939
1779950679112,sim-1,14,-3.412003
1779950679112,sim-1,15,-7.772176
1779950679112,sim-1,16,101.786250
1779950679112,sim-1,17,22.560010
1779950679163,sim-1,0,-9.197395
1779950679163,sim-1,1,-9.029459
1779950679163,sim-1,2,-0.490288
1779950679163,sim-1,3,-7.308826
1779950679163,sim-1,4,-0.315727
1779950679163,sim-1,5,-4.981149
1779950679163,sim-1,6,-5.910531
1779950679163,sim-1,7,-2.244336
1779950679163,sim-1,8,-6.226678
1779950679163,sim-1,9,3.300484
1779950679163,sim-1,10,9.379034
1779950679163,sim-1,11,-9.948369
1779950679163,sim-1,12,-3.635601
1779950679163,sim-1,13,-8.223147
1779950679163,sim-1,14,-7.538324
1779950679163,sim-1,15,6.066116
1779950679163,sim-1,16,101.695114
1779950679163,sim-1,17,22.497332
1779950679213,sim-1,0,3.265532
1779950679213,sim-1,1,-7.815065
1779950679213,sim-1,2,0.356703
1779950679213,sim-1,3,-0.923698
1779950679213,sim-1,4,2.283711
1779950679213,sim-1,5,8.317501
1779950679213,sim-1,6,2.522420
1779950679213,sim-1,7,1.332413
1779950679213,sim-1,8,-7.124335
1779950679213,sim-1,9,9.116153
1779950679213,sim-1,10,-5.451068
1779950679213,sim-1,11,-0.391610
1779950679213,sim-1,12,-7.417949
1779950679213,sim-1,13,8.085150
1779950679213,sim-1,14,-9.048268
1779950679213,sim-1,15,-3.308736
1779950679213,sim-1,16,101.641753
1779950679213,sim-1,17,22.519957
1779950679263,sim-1,0,4.547494
1779950679263,sim-1,1,-5.232401
1779950679263,sim-1,2,-1.214377
1779950679263,sim-1,3,-1.041122
1779950679263,sim-1,4,2.537518
1779950679263,sim-1,5,8.034358
1779950679263,sim-1,6,-7.691495
1779950679263,sim-1,7,-0.774210
1779950679263,sim-1,8,6.678837
1779950679263,sim-1,9,2.517115
1779950679263,sim-1,10,-7.123929
1779950679263,sim-1,11,-7.195601
1779950679263,sim-1,12,-3.623002
1779950679263,sim-1,13,-5.124043
1779950679263,sim-1,14,6.730346
1779950679263,sim-1,15,-3.329312
1779950679263,sim-1,16,101.723754
1779950679263,sim-1,17,22.523124
1779950679312,sim-1,0,6.105178
1779950679312,sim-1,1,2.429967
1779950679312,sim-1,2,6.154142
1779950679312,sim-1,3,2.249895
1779950679312,sim-1,4,-4.787296
1779950679312,sim-1,5,0.856293
1779950679312,sim-1,6,6.258685
1779950679312,sim-1,7,4.472132
1779950679312,sim-1,8,-3.866745
1779950679312,sim-1,9,1.632653
1779950679312,sim-1,10,-7.599593
1779950679312,sim-1,11,-2.223995
1779950679312,sim-1,12,-7.716842
1779950679312,sim-1,13,-3.243519
1779950679312,sim-1,14,8.780398
1779950679312,sim-1,15,0.350552
1779950679312,sim-1,16,101.842621
1779950679312,sim-1,17,22.548937
1779950679363,sim-1,0,-4.073188
1779950679363,sim-1,1,-5.029762
1779950679363,sim-1,2,-7.344382
1779950679363,sim-1,3,0.907078
1779950679363,sim-1,4,3.753067
1779950679363,sim-1,5,7.296307
1779950679363,sim-1,6,-8.588737
1779950679363,sim-1,7,-9.662791
1779950679363,sim-1,8,-9.687655
1779950679363,sim-1,9,7.063571
1779950679363,sim-1,10,-2.380599
1779950679363,sim-1,11,9.344815
1779950679363,sim-1,12,-9.884600
1779950679363,sim-1,13,-4.563724
1779950679363,sim-1,14,-5.702340
1779950679363,sim-1,15,-5.200561
1779950679363,sim-1,16,101.717392
1779950679363,sim-1,17,22.543543
1779950679412,sim-1,0,-8.398263
1779950679412,sim-1,1,-6.767427
1779950679412,sim-1,2,-4.045185
1779950679412,sim-1,3,5.705915
1779950679412,sim-1,4,0.390735
1779950679412,sim-1,5,-2.898250
1779950679412,sim-1,6,-8.526698
1779950679412,sim-1,7,6.472793
1779950679412,sim-1,8,-2.064254
1779950679412,sim-1,9,0.829359
1779950679412,sim-1,10,4.823225
1779950679412,sim-1,11,6.777387
1779950679412,sim-1,12,9.314561
1779950679412,sim-1,13,9.418447
1779950679412,sim-1,14,-5.691705
1779950679412,sim-1,15,-4.342729
1779950679412,sim-1,16,101.708751
1779950679412,sim-1,17,22.546710
1779950679463,sim-1,0,-6.838538
1779950679463,sim-1,1,5.428958
1779950679463,sim-1,2,-5.655700
1779950679463,sim-1,3,6.051876
1779950679463,sim-1,4,-5.954552
1779950679463,sim-1,5,5.164409
1779950679463,sim-1,6,2.281785
1779950679463,sim-1,7,0.478908
1779950679463,sim-1,8,-4.742504
1779950679463,sim-1,9,-5.673175
1779950679463,sim-1,10,-3.471577
1779950679463,sim-1,11,6.871884
1779950679463,sim-1,12,-5.684365
1779950679463,sim-1,13,-9.086417
1779950679463,sim-1,14,3.247186
1779950679463,sim-1,15,1.038215
1779950679463,sim-1,16,101.859057
1779950679463,sim-1,17,22.543297
1779950679512,sim-1,0,-1.670976
1779950679512,sim-1,1,0.052573
1779950679512,sim-1,2,5.624549
1779950679512,sim-1,3,9.291418
1779950679512,sim-1,4,6.975522
1779950679512,sim-1,5,-4.790247
1779950679512,sim-1,6,4.570888
1779950679512,sim-1,7,-8.942581
1779950679512,sim-1,8,1.821353
1779950679512,sim-1,9,-0.930729
1779950679512,sim-1,10,5.084444
1779950679512,sim-1,11,0.105459
1779950679512,sim-1,12,3.587490
1779950679512,sim-1,13,-8.062178
1779950679512,sim-1,14,5.301263
1779950679512,sim-1,15,0.159599
1779950679512,sim-1,16,101.726298
1779950679512,sim-1,17,22.525253
1779950679563,sim-1,0,7.695906
1779950679563,sim-1,1,8.906090
1779950679563,sim-1,2,5.803204
1779950679563,sim-1,3,-6.712779
1779950679563,sim-1,4,-1.598668
1779950679563,sim-1,5,9.404789
1779950679563,sim-1,6,7.802945
1779950679563,sim-1,7,9.948463
1779950679563,sim-1,8,8.240579
1779950679563,sim-1,9,7.773819
1779950679563,sim-1,10,-1.060316
1779950679563,sim-1,11,-8.453460
1779950679563,sim-1,12,0.533404
1779950679563,sim-1,13,3.424788
1779950679563,sim-1,14,1.899586
1779950679563,sim-1,15,-8.930008
1779950679563,sim-1,16,101.741698
1779950679563,sim-1,17,22.542512
1779950679613,sim-1,0,4.890484
